EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,READ,WRITE,LLCRDMISSLAT,INST
0.05857142857142857,0.9928571428571429,0.044285714285714296,0.647142857142857,2119571.4285714286,3166715.714285714,0.6157142857142857,0.42142857142857143,0.0,0.005714285714285714,15294.857142857143,0.21571428571428572,0.10142857142857145,78.60714285714286,1675142857.142857
